"nm_prov","nm_kota","nm_kec","nm_desa","nm_dapil","bsndslhn","kwooarmn"
MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT UTARA,TOKAKA,MALUT,270,84
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR,MAFA,MALUT,349,218
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR,FOYA,MALUT,310,158
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR,TOBARU,MALUT,21,317
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR,FOYA TOBARU,MALUT,97,423
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR,LALUBI,MALUT,27,591
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR,AKELAMO,MALUT,26,572
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR,BATONAM,MALUT,62,242
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR,WOSI,MALUT,262,122
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR,SUMBER MAKMUR,MALUT,39,341
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR,KOTALOOW,MALUT,208,46
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR,KEBUN RAJA,MALUT,239,241
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR,TANJUNG JERE,MALUT,120,85
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR SELATAN,GAIMU,MALUT,42,91
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR SELATAN,GANE LUAR,MALUT,666,117
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR SELATAN,KUWO,MALUT,15,484
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR SELATAN,RANGA RANGA,MALUT,16,323
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR SELATAN,SAWAT,MALUT,96,6
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR TENGAH,BISUI,MALUT,445,204
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR TENGAH,LELEWI,MALUT,94,54
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR TENGAH,LUIM,MALUT,13,180
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR TENGAH,MATUTING,MALUT,285,90
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR TENGAH,MATUTING TANJUNG,MALUT,2,297
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR TENGAH,TABAHIDAYAH,MALUT,283,23
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR TENGAH,TABAHIJRAH,MALUT,89,32
MALUKU UTARA,HALMAHERA SELATAN,GANE TIMUR TENGAH,TAGEA,MALUT,24,158
MALUKU UTARA,HALMAHERA BARAT,IBU,TOGOLA WAYOLI,MALUT,54,213
MALUKU UTARA,HALMAHERA BARAT,IBU,TOGOLA SANGIR,MALUT,60,402
MALUKU UTARA,HALMAHERA BARAT,IBU,TAHAFO,MALUT,166,126
MALUKU UTARA,HALMAHERA BARAT,IBU,TONGUTE TERNATE,MALUT,429,167
MALUKU UTARA,HALMAHERA BARAT,IBU,AKESIBU,MALUT,55,349
MALUKU UTARA,HALMAHERA BARAT,IBU,MARITANGO,MALUT,17,270
MALUKU UTARA,HALMAHERA BARAT,IBU,KIE ICI,MALUT,61,499
MALUKU UTARA,HALMAHERA BARAT,IBU,TONGUTE GOIN,MALUT,48,428
MALUKU UTARA,HALMAHERA BARAT,IBU,TUNGUTE SUNGI,MALUT,28,286
MALUKU UTARA,HALMAHERA BARAT,IBU,GAM ICI,MALUT,369,50
MALUKU UTARA,HALMAHERA BARAT,IBU,TOBAOL,MALUT,7,335
MALUKU UTARA,HALMAHERA BARAT,IBU,GAMLAMO,MALUT,370,53
MALUKU UTARA,HALMAHERA BARAT,IBU,NAGA,MALUT,47,265
MALUKU UTARA,HALMAHERA BARAT,IBU,SOANA MASUNGI,MALUT,19,287
MALUKU UTARA,HALMAHERA BARAT,IBU,TONGUTE TERNATE SELATAN,MALUT,103,91
MALUKU UTARA,HALMAHERA BARAT,IBU,AKE BOSO,MALUT,25,210
MALUKU UTARA,HALMAHERA BARAT,IBU,KAMPUNG BARU,MALUT,183,12
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,GAMSUNGI,MALUT,396,43
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,TOSOA,MALUT,42,363
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,TOBOBOL,MALUT,1,317
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,BARU,MALUT,9,604
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,NANAS,MALUT,16,242
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,JERE,MALUT,7,235
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,BATAKA,MALUT,133,781
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,TALAGA,MALUT,452,106
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,TOBELOS,MALUT,36,232
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,GAMKONORA,MALUT,298,75
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,SARAU,MALUT,72,331
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,NGAWET,MALUT,13,234
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,ADU,MALUT,22,386
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,GAMSIDA,MALUT,27,678
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,NGALO NGALO,MALUT,11,363
MALUKU UTARA,HALMAHERA BARAT,IBU SELATAN,TUGUAER,MALUT,13,398
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,PODOL,MALUT,47,506
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,TENGOWANGO,MALUT,6,131
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,TOGOWO,MALUT,9,301
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,DUONO,MALUT,20,503
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,GOIN,MALUT,28,341
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,SANGAJI NYEKU,MALUT,65,186
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,TUGUIS,MALUT,74,164
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,TOGOREBA SUNGI,MALUT,88,259
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,BARONA,MALUT,20,300
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,TODOKE,MALUT,36,194
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,TOLISAOR,MALUT,10,295
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,PASALULU,MALUT,74,262
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,TOGOREBA TUA,MALUT,70,498
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,TUKUOKU,MALUT,17,209
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,SOASANGAJI,MALUT,61,135
MALUKU UTARA,HALMAHERA BARAT,IBU UTARA,ARU JAYA,MALUT,25,260
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,GUFASA,MALUT,381,197
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,GUAIMAADU,MALUT,805,257
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,JALAN BARU,MALUT,838,237
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,GAM LAMO,MALUT,603,105
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,SOAKONORA,MALUT,334,688
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,GALALA,MALUT,632,203
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,BOBANEHENA,MALUT,570,484
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,PAYO,MALUT,432,56
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,BOBO,MALUT,428,75
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,SARIA,MALUT,336,64
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,IDAM DEHE,MALUT,4,195
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,IDAMDEHE GAMSUNGI,MALUT,9,267
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,MARMABATI,MALUT,126,90
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,GAMTALA,MALUT,7,447
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,LOLORY,MALUT,31,370
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,TOBOSO,MALUT,13,398
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,HOKU-HOKU KIE,MALUT,37,465
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,ACANGO,MALUT,191,176
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,TEDENG,MALUT,87,1107
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,AKEDIRI,MALUT,438,536
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,PORNITY,MALUT,80,631
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,BUKU MATITI,MALUT,38,667
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,TODOWONGI,MALUT,18,490
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,TUADA,MALUT,333,141
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,MATUI,MALUT,204,53
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,BUKU BUALAWA,MALUT,153,134
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,TAURO,MALUT,246,456
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,HATE BICARA,MALUT,466,181
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,GUARIA,MALUT,1,201
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,PATENG,MALUT,443,83
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,BOBO JIKO,MALUT,300,59
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,ULO,MALUT,14,169
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,KURIPASAI,MALUT,103,295
MALUKU UTARA,HALMAHERA BARAT,JAILOLO,BUKU MAADU,MALUT,65,200
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,SIDANGOLI GAM,MALUT,737,387
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,SIDONGOLI DEHE,MALUT,573,448
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,DOMATO,MALUT,55,454
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,TATALEKA,MALUT,370,69
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,GAMLENGE,MALUT,83,178
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,AKEJAILOLO,MALUT,125,99
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,BIAMAAHI,MALUT,59,315
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,TUGURACI,MALUT,32,226
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,AKEARA,MALUT,25,331
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,AKELAHA,MALUT,31,263
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,DODINGA,MALUT,276,238
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,TEWE,MALUT,76,121
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,TONIKU,MALUT,495,147
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,RIORIBATI,MALUT,30,301
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,TABA DAMAI (DB),MALUT,389,50
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,MOISO,MALUT,391,66
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,BRAHA,MALUT,207,96
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,BANGKIT RAHMAT,MALUT,168,72
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,BOBANE DANO,MALUT,2,142
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,SUKA DAMAI,MALUT,89,118
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,HIJRAH,MALUT,134,55
MALUKU UTARA,HALMAHERA BARAT,JAILOLO SELATAN,RATEM,MALUT,68,31
MALUKU UTARA,HALMAHERA UTARA,KAO,KAO,MALUT,552,341
MALUKU UTARA,HALMAHERA UTARA,KAO,JATI,MALUT,16,471
MALUKU UTARA,HALMAHERA UTARA,KAO,KUSU,MALUT,6,270
MALUKU UTARA,HALMAHERA UTARA,KAO,WARINGIN LELEWI,MALUT,5,242
MALUKU UTARA,HALMAHERA UTARA,KAO,SOA SANGAJI DIM-DIM,MALUT,3,246
MALUKU UTARA,HALMAHERA UTARA,KAO,SASUR,MALUT,1,255
MALUKU UTARA,HALMAHERA UTARA,KAO,POPON,MALUT,7,250
MALUKU UTARA,HALMAHERA UTARA,KAO,BIANG,MALUT,3,395
MALUKU UTARA,HALMAHERA UTARA,KAO,PATANG,MALUT,8,291
MALUKU UTARA,HALMAHERA UTARA,KAO,KUKUMUTUK,MALUT,17,262
MALUKU UTARA,HALMAHERA UTARA,KAO,WARINGIN LAMO,MALUT,42,410
MALUKU UTARA,HALMAHERA UTARA,KAO,GORUANG,MALUT,30,196
MALUKU UTARA,HALMAHERA UTARA,KAO,KUSU LOFRA,MALUT,3,277
MALUKU UTARA,HALMAHERA UTARA,KAO,SUMBER AGUNG,MALUT,33,310
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,GAGA APOK,MALUT,9,149
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,NGOALI,MALUT,4,181
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,MOMODA,MALUT,4,140
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,TOLIWANG,MALUT,4,437
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,TOLABIT,MALUT,6,238
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,LELESENG,MALUT,6,171
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,SOA HUKUM,MALUT,5,200
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,SOA MAETEK,MALUT,77,518
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,BAILENGIT,MALUT,37,276
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,TUGUIS,MALUT,13,248
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,PARSEBA,MALUT,9,176
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,PITAGO,MALUT,24,294
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,KAI,MALUT,30,364
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,TOBOULAMO,MALUT,10,200
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,MAKARTI,MALUT,53,305
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,SANGAJI JAYA,MALUT,3,179
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,TAKIMO,MALUT,1,100
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,TORAWAT,MALUT,5,199
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,WONOSARI,MALUT,41,129
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,BERINGIN AGUNG,MALUT,55,193
MALUKU UTARA,HALMAHERA UTARA,KAO BARAT,MARGOMOLYO,MALUT,24,268
MALUKU UTARA,HALMAHERA UTARA,KAO TELUK,TIOWOR,MALUT,216,74
MALUKU UTARA,HALMAHERA UTARA,KAO TELUK,MAKAELING,MALUT,293,105
MALUKU UTARA,HALMAHERA UTARA,KAO TELUK,TABANOMA,MALUT,170,20
MALUKU UTARA,HALMAHERA UTARA,KAO TELUK,BARUMADEHE,MALUT,146,34
MALUKU UTARA,HALMAHERA UTARA,KAO TELUK,KUNTUM MEKAR,MALUT,211,34
MALUKU UTARA,HALMAHERA UTARA,KAO TELUK,PASIR PUTIH,MALUT,6,294
MALUKU UTARA,HALMAHERA UTARA,KAO TELUK,BOBANEIGO,MALUT,694,346
MALUKU UTARA,HALMAHERA UTARA,KAO TELUK,TETEWANG,MALUT,93,327
MALUKU UTARA,HALMAHERA UTARA,KAO TELUK,AKELAMO KAO,MALUT,555,164
MALUKU UTARA,HALMAHERA UTARA,KAO TELUK,GAMSUNGI,MALUT,13,127
MALUKU UTARA,HALMAHERA UTARA,KAO TELUK,DUM-DUM,MALUT,7,202
MALUKU UTARA,HALMAHERA UTARA,KAO UTARA,WATETO,MALUT,6,465
MALUKU UTARA,HALMAHERA UTARA,KAO UTARA,GULO,MALUT,13,525
MALUKU UTARA,HALMAHERA UTARA,KAO UTARA,TUNUO,MALUT,18,549
MALUKU UTARA,HALMAHERA UTARA,KAO UTARA,PEDIWANG,MALUT,130,787
MALUKU UTARA,HALMAHERA UTARA,KAO UTARA,BORI,MALUT,50,617
MALUKU UTARA,HALMAHERA UTARA,KAO UTARA,DORO,MALUT,81,878
MALUKU UTARA,HALMAHERA UTARA,KAO UTARA,DARU,MALUT,74,1037
MALUKU UTARA,HALMAHERA UTARA,KAO UTARA,BOBALE,MALUT,6,530
MALUKU UTARA,HALMAHERA UTARA,KAO UTARA,GAMLAHA,MALUT,33,637
MALUKU UTARA,HALMAHERA UTARA,KAO UTARA,BOULAMO,MALUT,8,131
MALUKU UTARA,HALMAHERA UTARA,KAO UTARA,WARUDU,MALUT,9,217
MALUKU UTARA,HALMAHERA UTARA,KAO UTARA,DOWONGIMAITI,MALUT,3,192
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA BARAT,SIDANGA,MALUT,231,62
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA BARAT,LATA LATA,MALUT,12,308
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA BARAT,SENGGA BARU,MALUT,213,89
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA BARAT,ARUMAMANG,MALUT,412,96
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA BARAT,PALAMEA,MALUT,195,179
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA BARAT,DOKO,MALUT,357,83
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA BARAT,BISORI,MALUT,143,159
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA BARAT,MARIKAPAL,MALUT,44,70
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA BARAT,KUKUPANG,MALUT,184,70
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA BARAT,IMBU IMBU,MALUT,78,155
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA TIMUR,LOLEO JAYA,MALUT,518,200
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA TIMUR,TAWA,MALUT,370,50
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA TIMUR,MARITUSO,MALUT,268,128
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA TIMUR,KOU BALABALA,MALUT,134,141
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA TIMUR,LOLEO MEKAR,MALUT,76,131
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA TIMUR,TUTUHU,MALUT,120,15
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA TIMUR,JERET,MALUT,69,114
MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA TIMUR,KASIRUTA DALAM,MALUT,120,164
MALUKU UTARA,HALMAHERA SELATAN,KAYOA,SIKO,MALUT,156,80
MALUKU UTARA,HALMAHERA SELATAN,KAYOA,GAFI,MALUT,88,83
MALUKU UTARA,HALMAHERA SELATAN,KAYOA,LAIGOMA,MALUT,112,11
MALUKU UTARA,HALMAHERA SELATAN,KAYOA,LIGUA,MALUT,42,16
MALUKU UTARA,HALMAHERA SELATAN,KAYOA,KIDA,MALUT,108,6
MALUKU UTARA,HALMAHERA SELATAN,KAYOA,BULI,MALUT,148,38
MALUKU UTARA,HALMAHERA SELATAN,KAYOA,TALIMAU,MALUT,224,221
MALUKU UTARA,HALMAHERA SELATAN,KAYOA,GUNANGE,MALUT,168,106
MALUKU UTARA,HALMAHERA SELATAN,KAYOA,LELEI,MALUT,271,106
MALUKU UTARA,HALMAHERA SELATAN,KAYOA,BAJO,MALUT,755,170
MALUKU UTARA,HALMAHERA SELATAN,KAYOA,GURUAPIN,MALUT,1012,225
MALUKU UTARA,HALMAHERA SELATAN,KAYOA,KARAMAT,MALUT,173,25
MALUKU UTARA,HALMAHERA SELATAN,KAYOA,TAWABI,MALUT,166,62
MALUKU UTARA,HALMAHERA SELATAN,KAYOA,DOROLAMO,MALUT,43,76
MALUKU UTARA,HALMAHERA SELATAN,KAYOA BARAT,BOKIMIAKE,MALUT,276,173
MALUKU UTARA,HALMAHERA SELATAN,KAYOA BARAT,HATEJAWA,MALUT,240,31
MALUKU UTARA,HALMAHERA SELATAN,KAYOA BARAT,BUSUA,MALUT,1100,173
MALUKU UTARA,HALMAHERA SELATAN,KAYOA BARAT,FOFAO,MALUT,110,75
MALUKU UTARA,HALMAHERA SELATAN,KAYOA SELATAN,NGUTE-NGUTE,MALUT,72,148
MALUKU UTARA,HALMAHERA SELATAN,KAYOA SELATAN,LALUIN,MALUT,760,497
MALUKU UTARA,HALMAHERA SELATAN,KAYOA SELATAN,POSI-POSI,MALUT,377,130
MALUKU UTARA,HALMAHERA SELATAN,KAYOA SELATAN,SAGAWELE,MALUT,375,112
MALUKU UTARA,HALMAHERA SELATAN,KAYOA SELATAN,ORIMAKURUNGA,MALUT,364,190
MALUKU UTARA,HALMAHERA SELATAN,KAYOA SELATAN,PASIR PUTIH,MALUT,111,64
MALUKU UTARA,HALMAHERA SELATAN,KAYOA UTARA,MODAYAMA,MALUT,335,66
MALUKU UTARA,HALMAHERA SELATAN,KAYOA UTARA,LAROMABATI,MALUT,310,144
MALUKU UTARA,HALMAHERA SELATAN,KAYOA UTARA,GAYAP,MALUT,134,114
MALUKU UTARA,HALMAHERA SELATAN,KAYOA UTARA,AKE JAILOLO,MALUT,142,20
MALUKU UTARA,HALMAHERA SELATAN,KAYOA UTARA,WAYASIPANG,MALUT,92,55
MALUKU UTARA,HALMAHERA SELATAN,KAYOA UTARA,NGOKOMALAKO,MALUT,137,95
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN BOTANGLOMANG,SAWANAKAR,MALUT,119,89
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN BOTANGLOMANG,BAJO,MALUT,994,370
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN BOTANGLOMANG,TANJUNG OBIT,MALUT,180,27
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN BOTANGLOMANG,PRAPAKANDA,MALUT,456,127
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN BOTANGLOMANG,TOIN,MALUT,200,166
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN BOTANGLOMANG,KAMPUNG BARU,MALUT,153,430
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN BOTANGLOMANG,BATUTAGA,MALUT,153,80
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN BOTANGLOMANG,PAISUMBAOS,MALUT,217,132
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN JORONGA,GONONE,MALUT,34,215
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN JORONGA,KUKUPANG,MALUT,677,268
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN JORONGA,KURUNGA,MALUT,232,126
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN JORONGA,LIBOBA HIJRAH,MALUT,165,90
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN JORONGA,PULAU GALA,MALUT,93,429
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN JORONGA,TAWABI,MALUT,293,249
MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN JORONGA,YOMEN,MALUT,139,196
MALUKU UTARA,HALMAHERA TIMUR,KOTA MABA,WAILUKUM,MALUT,245,346
MALUKU UTARA,HALMAHERA TIMUR,KOTA MABA,SOA LAIPOH,MALUT,403,263
MALUKU UTARA,HALMAHERA TIMUR,KOTA MABA,SOA SANGAJI,MALUT,382,233
MALUKU UTARA,HALMAHERA TIMUR,KOTA MABA,SOAGIMALAHA,MALUT,1371,833
MALUKU UTARA,HALMAHERA TIMUR,KOTA MABA,MABA SANGAJI,MALUT,567,453
MALUKU UTARA,HALMAHERA TIMUR,KOTA MABA,TEWIL,MALUT,14,243
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,SASA,MALUT,1091,388
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,GAMBESI,MALUT,863,345
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,FITU,MALUT,1276,554
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,KALUMATA,MALUT,3586,1692
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,KAYU MERAH,MALUT,2090,721
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,BASTIONG TALANGAME,MALUT,1443,868
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,UBO-UBO,MALUT,937,418
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,MANGGA DUA,MALUT,1152,456
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,JATI,MALUT,1994,879
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,TOBOKO,MALUT,740,387
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,TANAH TINGGI,MALUT,1360,505
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,TANAH TINGGI BARAT,MALUT,929,421
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,MANGGA DUA UTARA,MALUT,1367,615
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,JATI PERUMNAS,MALUT,1001,380
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,TABONA,MALUT,1525,511
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,BASTIONG KARANCE,MALUT,1412,823
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE SELATAN,NGADE,MALUT,813,314
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE TENGAH,TAKOMA,MALUT,585,381
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE TENGAH,TANAH RAJA,MALUT,315,282
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE TENGAH,MUHAJIRIN,MALUT,533,344
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE TENGAH,STADION,MALUT,367,338
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE TENGAH,MALIARO,MALUT,2717,1172
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE TENGAH,KAMPUNG PISANG,MALUT,838,380
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE TENGAH,MARIKURUBU,MALUT,2475,859
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE TENGAH,KOTA BARU,MALUT,1106,532
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE TENGAH,GAMALAMA,MALUT,630,625
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE TENGAH,KALUMPANG,MALUT,1292,855
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE TENGAH,MOYA,MALUT,956,279
MALUKU UTARA,KOTA TERNATE,KOTA TERNATE TENGAH,SANTIONG,MALUT,1364,657
