"nm_prov","nm_kota","nm_kec","nm_desa","nm_dapil","bsndslhn","kwooarmn"
SUMATERA UTARA,LANGKAT,BATANG SERANGAN,PALUH PAKIH BABUSSALAM,SUMUT III,529,412
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,WEK I,SUMUT II,602,233
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,WEK II,SUMUT II,617,336
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,PERKEBUNAN BTG. TORU,SUMUT II,311,406
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,AEK PINING,SUMUT II,1184,787
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,GAROGA,SUMUT II,290,101
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,HUTAGODANG,SUMUT II,459,359
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,BATU HORING,SUMUT II,96,961
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,BATU HULA,SUMUT II,489,104
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,SUMURAN,SUMUT II,723,332
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,NAPA,SUMUT II,682,369
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,WEK IV,SUMUT II,437,483
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,HAPESONG BARU,SUMUT II,1231,652
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,TELO,SUMUT II,296,105
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,WEK III,SUMUT II,399,225
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,PERKEBUNAN SIGALA-GALA,SUMUT II,163,152
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,PERKEBUNAN HAPESONG,SUMUT II,400,246
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,HAPESONG LAMA,SUMUT II,401,345
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,SIPENGGENG,SUMUT II,410,181
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,SIANGGUNAN,SUMUT II,506,84
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,AEK NGADOL SITINJAK,SUMUT II,411,195
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,SISIPA,SUMUT II,388,73
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,PADANG LANCAT SISOMA,SUMUT II,692,195
SUMATERA UTARA,TAPANULI SELATAN,BATANG TORU,HUTA BARU,SUMUT II,222,114
SUMATERA UTARA,NIAS,BAWOLATO,DAHANA,SUMUT II,19,424
SUMATERA UTARA,NIAS,BAWOLATO,SISARAHILI BAWOLATO,SUMUT II,42,859
SUMATERA UTARA,NIAS,BAWOLATO,HILIGANOITA,SUMUT II,4,399
SUMATERA UTARA,NIAS,BAWOLATO,GAZAMANU,SUMUT II,17,431
SUMATERA UTARA,NIAS,BAWOLATO,HILIHORU,SUMUT II,37,536
SUMATERA UTARA,NIAS,BAWOLATO,HILIALAWA,SUMUT II,9,265
SUMATERA UTARA,NIAS,BAWOLATO,HILIFAOSI,SUMUT II,14,898
SUMATERA UTARA,NIAS,BAWOLATO,HILIWAROKHA,SUMUT II,28,429
SUMATERA UTARA,NIAS,BAWOLATO,SITOLU BANUA,SUMUT II,11,472
SUMATERA UTARA,NIAS,BAWOLATO,SIOFAEWALI,SUMUT II,18,580
SUMATERA UTARA,NIAS,BAWOLATO,SOHOYA,SUMUT II,24,217
SUMATERA UTARA,NIAS,BAWOLATO,BOTOHAENGA,SUMUT II,74,62
SUMATERA UTARA,NIAS,BAWOLATO,ORAHILI,SUMUT II,5,193
SUMATERA UTARA,NIAS,BAWOLATO,TAGAULE,SUMUT II,70,200
SUMATERA UTARA,NIAS,BAWOLATO,SIOFABANUA,SUMUT II,36,851
SUMATERA UTARA,NIAS,BAWOLATO,SIFAOROASI ULU HOU,SUMUT II,7,410
SUMATERA UTARA,NIAS,BAWOLATO,ORAHUA,SUMUT II,18,651
SUMATERA UTARA,NIAS,BAWOLATO,LAGASIMAHE,SUMUT II,9,186
SUMATERA UTARA,NIAS,BAWOLATO,HILIHAO CUGALA,SUMUT II,10,466
SUMATERA UTARA,NIAS,BAWOLATO,ORAHUA FAONDRATO,SUMUT II,12,118
SUMATERA UTARA,NIAS,BAWOLATO,HOU,SUMUT II,12,284
SUMATERA UTARA,NIAS,BAWOLATO,SINDRONDRO,SUMUT II,9,251
SUMATERA UTARA,NIAS,BAWOLATO,SI'OFAEWALI SELATAN,SUMUT II,9,224
SUMATERA UTARA,NIAS,BAWOLATO,BALALE TOBA'A,SUMUT II,9,173
SUMATERA UTARA,NIAS,BAWOLATO,BANUA SIBOHOU SILIMA EWALI,SUMUT II,21,419
SUMATERA UTARA,KARO,BERASTAGI,TAMBAK LAU MULGAP I,SUMUT III,210,1008
SUMATERA UTARA,KARO,BERASTAGI,TAMBAK LAU MULGAP II,SUMUT III,90,1335
SUMATERA UTARA,KARO,BERASTAGI,GUNDALING I,SUMUT III,987,3088
SUMATERA UTARA,KARO,BERASTAGI,GUNDALING II,SUMUT III,215,2259
SUMATERA UTARA,KARO,BERASTAGI,DOULU,SUMUT III,103,1056
SUMATERA UTARA,KARO,BERASTAGI,GURUSINGA,SUMUT III,178,2094
SUMATERA UTARA,KARO,BERASTAGI,R A Y A,SUMUT III,369,2457
SUMATERA UTARA,KARO,BERASTAGI,RUMAH BRASTAGI,SUMUT III,398,4038
SUMATERA UTARA,KARO,BERASTAGI,SEMPAJAYA,SUMUT III,768,2359
SUMATERA UTARA,KARO,BERASTAGI,LAU GUMBA,SUMUT III,175,510
SUMATERA UTARA,DELI SERDANG,BERINGIN,SERDANG,SUMUT I,210,1162
SUMATERA UTARA,DELI SERDANG,BERINGIN,SIDOURIP,SUMUT I,653,588
SUMATERA UTARA,DELI SERDANG,BERINGIN,ARAS KABU,SUMUT I,1228,688
SUMATERA UTARA,DELI SERDANG,BERINGIN,PASAR VI KWALA NAMU,SUMUT I,249,207
SUMATERA UTARA,DELI SERDANG,BERINGIN,EMPLASMEN KWALA NAMU,SUMUT I,758,378
SUMATERA UTARA,DELI SERDANG,BERINGIN,PASAR V KEBUN KELAPA,SUMUT I,2265,1217
SUMATERA UTARA,DELI SERDANG,BERINGIN,BERINGIN,SUMUT I,2194,2025
SUMATERA UTARA,DELI SERDANG,BERINGIN,SIDOARJO II RAMUNIA,SUMUT I,23,1772
SUMATERA UTARA,DELI SERDANG,BERINGIN,KARANG ANYAR,SUMUT I,2444,2338
SUMATERA UTARA,DELI SERDANG,BERINGIN,SIDODADI RAMUNIA,SUMUT I,4112,3231
SUMATERA UTARA,DELI SERDANG,BERINGIN,TUMPATAN,SUMUT I,2683,1237
SUMATERA UTARA,LANGKAT,BESITANG,PEKAN BESITANG,SUMUT III,2439,1474
SUMATERA UTARA,LANGKAT,BESITANG,BUKIT KUBU,SUMUT III,1840,1136
SUMATERA UTARA,LANGKAT,BESITANG,KAMPUNG LAMA,SUMUT III,932,894
SUMATERA UTARA,LANGKAT,BESITANG,HALABAN,SUMUT III,2637,1576
SUMATERA UTARA,LANGKAT,BESITANG,BUKIT MAS,SUMUT III,1230,1550
SUMATERA UTARA,LANGKAT,BESITANG,PIR ADB BESITANG,SUMUT III,715,807
SUMATERA UTARA,LANGKAT,BESITANG,SEKOCI,SUMUT III,1060,1228
SUMATERA UTARA,LANGKAT,BESITANG,SUKA JAYA,SUMUT III,476,644
SUMATERA UTARA,LANGKAT,BESITANG,BUKIT SELAMAT,SUMUT III,1420,1405
SUMATERA UTARA,LABUHANBATU,BILAH BARAT,SIBARGOT,SUMUT II,1267,183
SUMATERA UTARA,LABUHANBATU,BILAH BARAT,BANDAR KUMBUL,SUMUT II,1659,341
SUMATERA UTARA,LABUHANBATU,BILAH BARAT,TANJUNG MEDAN,SUMUT II,2170,382
SUMATERA UTARA,LABUHANBATU,BILAH BARAT,JANJI,SUMUT II,3080,416
SUMATERA UTARA,LABUHANBATU,BILAH BARAT,TEBING LINGGAHARA,SUMUT II,1840,859
SUMATERA UTARA,LABUHANBATU,BILAH BARAT,AFD.I RANTAUPRAPAT,SUMUT II,770,433
SUMATERA UTARA,LABUHANBATU,BILAH BARAT,AFD.II RANTAUPRAPAT,SUMUT II,317,304
SUMATERA UTARA,LABUHANBATU,BILAH BARAT,AEK BURU SELATAN,SUMUT II,75,44
SUMATERA UTARA,LABUHANBATU,BILAH BARAT,KAMPUNG BARU,SUMUT II,2457,1089
SUMATERA UTARA,LABUHANBATU,BILAH BARAT,TB LINGGAHARA BARU,SUMUT II,1636,715
SUMATERA UTARA,LABUHANBATU,BILAH HILIR,NEGERI LAMA,SUMUT II,2735,811
SUMATERA UTARA,LABUHANBATU,BILAH HILIR,NEGERI BARU,SUMUT II,1215,1195
SUMATERA UTARA,LABUHANBATU,BILAH HILIR,PERK. SENNAH,SUMUT II,747,290
SUMATERA UTARA,LABUHANBATU,BILAH HILIR,KAMPUNG BILAH,SUMUT II,1125,400
SUMATERA UTARA,LABUHANBATU,BILAH HILIR,NEGERI LAMA SEBERANG,SUMUT II,1570,561
SUMATERA UTARA,LABUHANBATU,BILAH HILIR,SEI TAMPANG,SUMUT II,2307,2096
SUMATERA UTARA,LABUHANBATU,BILAH HILIR,SELAT BESAR,SUMUT II,1081,1453
SUMATERA UTARA,LABUHANBATU,BILAH HILIR,TANJUNG HALOBAN,SUMUT II,1404,1324
SUMATERA UTARA,LABUHANBATU,BILAH HILIR,SIDOMULYO,SUMUT II,1336,1731
SUMATERA UTARA,LABUHANBATU,BILAH HILIR,SEI TAROLAT,SUMUT II,718,1023
SUMATERA UTARA,LABUHANBATU,BILAH HILIR,SEI KASIH,SUMUT II,1167,846
SUMATERA UTARA,LABUHANBATU,BILAH HILIR,PERK. NEGERI LAMA,SUMUT II,501,325
SUMATERA UTARA,LABUHANBATU,BILAH HILIR,PERK. BILAH,SUMUT II,170,420
SUMATERA UTARA,LABUHANBATU,BILAH HULU,LINGGA TIGA,SUMUT II,2897,880
SUMATERA UTARA,LABUHANBATU,BILAH HULU,TANJUNG SIRAM,SUMUT II,2438,304
SUMATERA UTARA,LABUHANBATU,BILAH HULU,PEMATANG SELENG,SUMUT II,2208,1158
SUMATERA UTARA,LABUHANBATU,BILAH HULU,PERBAUNGAN,SUMUT II,1975,1593
SUMATERA UTARA,LABUHANBATU,BILAH HULU,GUNUNG SELAMAT,SUMUT II,1037,267
SUMATERA UTARA,LABUHANBATU,BILAH HULU,EMPLASEMEN AEK NABARA,SUMUT II,820,1073
SUMATERA UTARA,LABUHANBATU,BILAH HULU,BANDAR TINGGI,SUMUT II,2260,695
SUMATERA UTARA,LABUHANBATU,BILAH HULU,KAMPUNG DALAM,SUMUT II,2131,565
SUMATERA UTARA,LABUHANBATU,BILAH HULU,PONDOK BATU,SUMUT II,1422,1977
SUMATERA UTARA,LABUHANBATU,BILAH HULU,MERANTI,SUMUT II,1011,585
SUMATERA UTARA,LABUHANBATU,BILAH HULU,N-1 AEK NABARA,SUMUT II,38,97
SUMATERA UTARA,LABUHANBATU,BILAH HULU,N-2 AEK NABARA,SUMUT II,172,186
SUMATERA UTARA,LABUHANBATU,BILAH HULU,N-3 AEK NABARA,SUMUT II,119,83
SUMATERA UTARA,LABUHANBATU,BILAH HULU,N-4 AEK NABARA,SUMUT II,305,272
SUMATERA UTARA,LABUHANBATU,BILAH HULU,N-5 AEK NABARA,SUMUT II,39,123
SUMATERA UTARA,LABUHANBATU,BILAH HULU,N-6 AEK NABARA,SUMUT II,368,255
SUMATERA UTARA,LABUHANBATU,BILAH HULU,N-7 AEK NABARA,SUMUT II,67,89
SUMATERA UTARA,LABUHANBATU,BILAH HULU,N-8 AEK NABARA,SUMUT II,43,95
SUMATERA UTARA,LABUHANBATU,BILAH HULU,S-1 AEK NABARA,SUMUT II,346,79
SUMATERA UTARA,LABUHANBATU,BILAH HULU,S-2 AEK NABARA,SUMUT II,229,165
SUMATERA UTARA,LABUHANBATU,BILAH HULU,S-3 AEK NABARA,SUMUT II,234,108
SUMATERA UTARA,LABUHANBATU,BILAH HULU,S-4 AEK NABARA,SUMUT II,114,102
SUMATERA UTARA,LABUHANBATU,BILAH HULU,S-5 AEK NABARA,SUMUT II,71,121
SUMATERA UTARA,LABUHANBATU,BILAH HULU,S-6 AEK NABARA,SUMUT II,298,480
SUMATERA UTARA,LANGKAT,BINJAI,KWALA BEGUMIT,SUMUT III,2083,840
SUMATERA UTARA,LANGKAT,BINJAI,SAMBI REJO,SUMUT III,2926,1326
SUMATERA UTARA,LANGKAT,BINJAI,SENDANG REJO,SUMUT III,2420,1336
SUMATERA UTARA,LANGKAT,BINJAI,TANJUNG JATI,SUMUT III,2983,1039
SUMATERA UTARA,LANGKAT,BINJAI,SIDOMULYO,SUMUT III,2296,1823
SUMATERA UTARA,LANGKAT,BINJAI,PERDAMAIAN,SUMUT III,2769,1072
SUMATERA UTARA,LANGKAT,BINJAI,SUKA MAKMUR,SUMUT III,1451,838
SUMATERA UTARA,KOTA BINJAI,BINJAI BARAT,BANDAR SENEMBAH,SUMUT III,1236,2057
SUMATERA UTARA,KOTA BINJAI,BINJAI BARAT,LIMAU MUNGKUR,SUMUT III,2681,1342
SUMATERA UTARA,KOTA BINJAI,BINJAI BARAT,LIMAU SUNDAI,SUMUT III,3181,922
SUMATERA UTARA,KOTA BINJAI,BINJAI BARAT,PAYA ROBA,SUMUT III,4070,1597
SUMATERA UTARA,KOTA BINJAI,BINJAI BARAT,SUKA MAJU,SUMUT III,2178,2328
SUMATERA UTARA,KOTA BINJAI,BINJAI BARAT,SUKA RAMAI,SUMUT III,3661,1495
SUMATERA UTARA,KOTA BINJAI,BINJAI KOTA,BERNGAM,SUMUT III,3903,1809
SUMATERA UTARA,KOTA BINJAI,BINJAI KOTA,SATRIA,SUMUT III,1305,801
SUMATERA UTARA,KOTA BINJAI,BINJAI KOTA,SETIA,SUMUT III,2053,637
SUMATERA UTARA,KOTA BINJAI,BINJAI KOTA,KARTINI,SUMUT III,857,972
SUMATERA UTARA,KOTA BINJAI,BINJAI KOTA,TANGSI,SUMUT III,1078,639
SUMATERA UTARA,KOTA BINJAI,BINJAI KOTA,BINJAI,SUMUT III,867,774
SUMATERA UTARA,KOTA BINJAI,BINJAI KOTA,PEKAN BINJAI,SUMUT III,350,2489
SUMATERA UTARA,KOTA BINJAI,BINJAI SELATAN,TANAH MERAH,SUMUT III,1682,2199
SUMATERA UTARA,KOTA BINJAI,BINJAI SELATAN,BINJAI ESTATE,SUMUT III,5349,2866
SUMATERA UTARA,KOTA BINJAI,BINJAI SELATAN,BHAKTI KARYA,SUMUT III,1788,1598
SUMATERA UTARA,KOTA BINJAI,BINJAI SELATAN,RAMBUNG DALAM,SUMUT III,2249,974
SUMATERA UTARA,KOTA BINJAI,BINJAI SELATAN,PUJIDADI,SUMUT III,2629,1608
SUMATERA UTARA,KOTA BINJAI,BINJAI SELATAN,TANAH SERIBU,SUMUT III,2603,2155
SUMATERA UTARA,KOTA BINJAI,BINJAI SELATAN,RAMBUNG BARAT,SUMUT III,1667,558
SUMATERA UTARA,KOTA BINJAI,BINJAI SELATAN,RAMBUNG TIMUR,SUMUT III,1373,362
SUMATERA UTARA,KOTA BINJAI,BINJAI TIMUR,TANAH TINGGI,SUMUT III,2524,982
SUMATERA UTARA,KOTA BINJAI,BINJAI TIMUR,DATARAN TINGGI,SUMUT III,1395,1655
SUMATERA UTARA,KOTA BINJAI,BINJAI TIMUR,TIMBANG LANGKAT,SUMUT III,2043,973
SUMATERA UTARA,KOTA BINJAI,BINJAI TIMUR,MENCIRIM,SUMUT III,3424,1762
SUMATERA UTARA,KOTA BINJAI,BINJAI TIMUR,TUNGGURONO,SUMUT III,3512,1935
SUMATERA UTARA,KOTA BINJAI,BINJAI TIMUR,SUMBER MULYOREJO,SUMUT III,4422,2113
SUMATERA UTARA,KOTA BINJAI,BINJAI TIMUR,SUMBER KARYA,SUMUT III,4530,2063
SUMATERA UTARA,KOTA BINJAI,BINJAI UTARA,PAHLAWAN,SUMUT III,3884,2187
SUMATERA UTARA,KOTA BINJAI,BINJAI UTARA,JATINEGARA,SUMUT III,1414,556
SUMATERA UTARA,KOTA BINJAI,BINJAI UTARA,NANGKA,SUMUT III,4155,1409
SUMATERA UTARA,KOTA BINJAI,BINJAI UTARA,DAMAI,SUMUT III,3130,799
SUMATERA UTARA,KOTA BINJAI,BINJAI UTARA,KEBUN LADA,SUMUT III,2472,659
SUMATERA UTARA,KOTA BINJAI,BINJAI UTARA,CENGKEH TURI,SUMUT III,4762,2190
SUMATERA UTARA,KOTA BINJAI,BINJAI UTARA,JATI UTOMO,SUMUT III,3736,2755
SUMATERA UTARA,KOTA BINJAI,BINJAI UTARA,JATI MAKMUR,SUMUT III,3590,1817
SUMATERA UTARA,KOTA BINJAI,BINJAI UTARA,JATI KARYA,SUMUT III,4000,1776
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,GUDANG GARAM,SUMUT I,364,203
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,DOLOK MASANGO,SUMUT I,369,335
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,PANOMBEAN,SUMUT I,226,299
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,BANDAR NEGERI,SUMUT I,204,203
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,UJUNG NEGERI KAHAN,SUMUT I,272,316
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,BANDAR MAGODANG,SUMUT I,184,69
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,UJUNG NEGERI HULU,SUMUT I,135,135
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,PERGAJAHAN HULU,SUMUT I,132,73
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,MARIHAT DOLOK,SUMUT I,156,162
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,BINTANG BAYU,SUMUT I,448,217
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,BANDAR PINANG KEBUN,SUMUT I,238,86
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,DAMAK TOLONG BUHO,SUMUT I,18,350
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,BANDAR PINANG RAMBE,SUMUT I,25,53
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,PERGAJAHAN KAHAN,SUMUT I,336,118
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,HUTA DURIAN,SUMUT I,403,109
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,KAMPUNG KRISTEN,SUMUT I,13,76
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,SARANG GITING KAHAN,SUMUT I,170,204
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,SARANG GITING HULU,SUMUT I,102,177
SUMATERA UTARA,SERDANG BEDAGAI,BINTANG BAYU,SIAHAP,SUMUT I,241,163
SUMATERA UTARA,TOBA SAMOSIR,BONATUA LUNASI,SILAMOSIK II,SUMUT II,31,232
SUMATERA UTARA,TOBA SAMOSIR,BONATUA LUNASI,SIHIONG,SUMUT II,3,427
SUMATERA UTARA,TOBA SAMOSIR,BONATUA LUNASI,SINAR SABUNGAN,SUMUT II,4,241
SUMATERA UTARA,TOBA SAMOSIR,BONATUA LUNASI,LUMBAN LOBU,SUMUT II,9,300
SUMATERA UTARA,TOBA SAMOSIR,BONATUA LUNASI,HARUNGGUAN,SUMUT II,2,171
SUMATERA UTARA,TOBA SAMOSIR,BONATUA LUNASI,SIBADIHON,SUMUT II,54,309
SUMATERA UTARA,TOBA SAMOSIR,BONATUA LUNASI,NAGA TIMBUL,SUMUT II,8,223
SUMATERA UTARA,TOBA SAMOSIR,BONATUA LUNASI,PARTORUAN LUMBAN LOBU,SUMUT II,33,273
SUMATERA UTARA,TOBA SAMOSIR,BONATUA LUNASI,PARDOLOK LUMBAN LOBU,SUMUT II,7,205
SUMATERA UTARA,TOBA SAMOSIR,BONATUA LUNASI,SILOMBU,SUMUT II,9,150
SUMATERA UTARA,TOBA SAMOSIR,BONATUA LUNASI,LUMBAN SANGKALAN,SUMUT II,3,142
SUMATERA UTARA,TOBA SAMOSIR,BONATUA LUNASI,NAGATIMBUL TIMUR,SUMUT II,9,269
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,AEK UNSIM,SUMUT II,5,334
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,PANGURURAN,SUMUT II,34,168
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,PARDOMUAN NAULI,SUMUT II,9,169
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,LINTONG,SUMUT II,9,199
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,NATUMINGKA,SUMUT II,0,248
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,RIANIATE,SUMUT II,8,383
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,PURBA TUA,SUMUT II,10,293
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,JANJI MARIA,SUMUT II,9,142
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,PANGURURAN II,SUMUT II,22,175
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,PANGURURAN III,SUMUT II,15,171
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,HUTAGURGUR,SUMUT II,14,520
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,SIMARE,SUMUT II,3,410
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,LUMBAN SEWA,SUMUT II,13,178
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,RIGANJANG,SUMUT II,14,110
SUMATERA UTARA,TOBA SAMOSIR,BORBOR,PASAR BORBOR,SUMUT II,15,464
SUMATERA UTARA,NIAS SELATAN,BORONADU,BALOHILI GOMO,SUMUT II,9,215
SUMATERA UTARA,NIAS SELATAN,BORONADU,SIFALAGO GOMO,SUMUT II,25,517
SUMATERA UTARA,NIAS SELATAN,BORONADU,ORSEDES,SUMUT II,5,146
SUMATERA UTARA,NIAS SELATAN,BORONADU,BOHALU,SUMUT II,4,322
SUMATERA UTARA,NIAS SELATAN,BORONADU,SINAR HELAOWO,SUMUT II,9,309
SUMATERA UTARA,NIAS SELATAN,BORONADU,SIHOLI,SUMUT II,35,261
SUMATERA UTARA,NIAS SELATAN,BORONADU,TUHEGAFOA,SUMUT II,0,375
SUMATERA UTARA,NIAS SELATAN,BORONADU,PERJUANGAN,SUMUT II,0,162
SUMATERA UTARA,NIAS SELATAN,BORONADU,LEWA-LEWA,SUMUT II,28,356
SUMATERA UTARA,NIAS SELATAN,BORONADU,SIRAHA,SUMUT II,17,329
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,BOSAR MALIGAS,SUMUT III,831,1030
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,PARBUTARAN,SUMUT III,497,1148
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,MAYANG,SUMUT III,661,427
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,BOLUK,SUMUT III,830,824
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,SEI MANGKEI,SUMUT III,914,865
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,GUNUNG BAYU,SUMUT III,849,542
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,TALUN SARAGIH,SUMUT III,516,507
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,DUSUN PENGKOLAN,SUMUT III,1064,861
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,SEI TOROP,SUMUT III,217,374
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,MARIHAT TANJUNG,SUMUT III,325,1399
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,MARIHAT BUTAR,SUMUT III,453,745
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,TELADAN,SUMUT III,188,547
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,ADIL MAKMUR,SUMUT III,857,483
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,TEMPEL JAYA,SUMUT III,749,603
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,SIDOMULYO,SUMUT III,320,415
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,MEKAR REJO,SUMUT III,194,344
SUMATERA UTARA,SIMALUNGUN,BOSAR MALIGAS,NANGGAR BAYU,SUMUT III,344,512
SUMATERA UTARA,NIAS,BOTOMUZOI,BALOHILI BOTOMUZOI,SUMUT II,21,130
SUMATERA UTARA,NIAS,BOTOMUZOI,ONONAMOLO TALAFU,SUMUT II,32,288
SUMATERA UTARA,NIAS,BOTOMUZOI,FULOLO BOTOMUZOI,SUMUT II,18,153
SUMATERA UTARA,NIAS,BOTOMUZOI,SIMANAERE BOTOMUZOI,SUMUT II,87,350
SUMATERA UTARA,NIAS,BOTOMUZOI,TUHEGAFOA I,SUMUT II,7,69
SUMATERA UTARA,NIAS,BOTOMUZOI,HILIWAELE II,SUMUT II,24,97
SUMATERA UTARA,NIAS,BOTOMUZOI,HILIMBOWO BOTOMUZOI,SUMUT II,12,127
SUMATERA UTARA,NIAS,BOTOMUZOI,HILIWAELE I,SUMUT II,35,325
SUMATERA UTARA,NIAS,BOTOMUZOI,HILIGODU BOTOMUZOI,SUMUT II,35,361
SUMATERA UTARA,NIAS,BOTOMUZOI,LASARA BOTOMUZOI,SUMUT II,47,280
SUMATERA UTARA,NIAS,BOTOMUZOI,HILIHAMBAWA BOTOMUZOI,SUMUT II,33,190
SUMATERA UTARA,NIAS,BOTOMUZOI,LOLOLANA'A,SUMUT II,26,117
SUMATERA UTARA,NIAS,BOTOMUZOI,SISOBAHILI DOLA,SUMUT II,8,203
SUMATERA UTARA,NIAS,BOTOMUZOI,BANUA SIBOHOU BOTOMUZOI,SUMUT II,38,104
SUMATERA UTARA,NIAS,BOTOMUZOI,MOHILI BERUA BOTOMUZOI,SUMUT II,30,170
SUMATERA UTARA,NIAS,BOTOMUZOI,TETEHOSI BOTOMUZOI,SUMUT II,8,113
SUMATERA UTARA,NIAS,BOTOMUZOI,TALAFU,SUMUT II,29,289
SUMATERA UTARA,NIAS,BOTOMUZOI,OLA NORI,SUMUT II,27,127
SUMATERA UTARA,DAIRI,BRAMPU,SAMBALIANG,SUMUT III,184,385
SUMATERA UTARA,DAIRI,BRAMPU,PASI,SUMUT III,865,72
SUMATERA UTARA,DAIRI,BRAMPU,BANJARTOBA,SUMUT III,2,286
SUMATERA UTARA,DAIRI,BRAMPU,KARING,SUMUT III,559,1453
SUMATERA UTARA,DAIRI,BRAMPU,BRAMPU,SUMUT III,263,724
SUMATERA UTARA,LANGKAT,BRANDAN BARAT,TANGKAHAN DURIAN,SUMUT III,1480,725
SUMATERA UTARA,LANGKAT,BRANDAN BARAT,PANGKALAN BATU,SUMUT III,1583,570
SUMATERA UTARA,LANGKAT,BRANDAN BARAT,SEI TUALANG,SUMUT III,760,299
SUMATERA UTARA,LANGKAT,BRANDAN BARAT,LUBUK KASIH,SUMUT III,1338,582
SUMATERA UTARA,LANGKAT,BRANDAN BARAT,LUBUK KERTANG,SUMUT III,1038,605
SUMATERA UTARA,LANGKAT,BRANDAN BARAT,PERLIS,SUMUT III,2078,319
SUMATERA UTARA,LANGKAT,BRANDAN BARAT,KELANTAN,SUMUT III,474,295
SUMATERA UTARA,MANDAILING NATAL,BUKIT MALINTANG,BANGE,SUMUT II,287,26
